organic_statute_desc;The Organic Statute of the Kingdom of Poland was a constitution introduced in the Kingdom of Poland after the suppression of the Polish Uprising of 1830–31 to replace the Constitution of 1815. It was promulgated in St. Petersburg by Tsar Nicholas I on Feb. 14 (26), 1832. Although the Organic Statute abolished the Sejm and the Polish Army, it preserved such autonomous institutions as the vicegerency, the State Council, and the vicegerent’s Administrative Council.;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
francia_utopia;Francia's Utopia;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
francia_utopia_desc;Dr. Francia, dictator for life of Paraguay, inspired by French revolutionary ideals sought to create a utopian state based on Rosseau's Social Contract. Although he strived for equality of the people, Francia ruthlessly destroyed any opposition and created a Police state, imprisoning all those he deemed seditious. An isolationist, he ran the country with almost no outside influence.;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
colorado_sympathies;Colorado Agitation;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
colorado_sympathies_desc;This region is under Colorado influence and it's likely to cause trouble.;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
blanco_sympathies;Blanco Agitation;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
blanco_sympathies_desc;This region is under Blanco influence and it's likely to cause trouble.;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
rivera_reforms;Rivera's Intervention;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
rivera_reforms_desc;Fructuoso Rivera entered Montevideo victorious and assumed dictatorial powers while he called for elections. He made sure to use these powers well.;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
prussia_disagrees;Prussia upholds the Vienna Treaty;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
russia_disagrees;Russia upholds the Vienna Treaty;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
krakow_uprising;The Winger Hussars will ride once more.;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
polish_spirit;Polish Sentiment;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
polish_spirit_desc;With the successful revolution in Krakow, Poles everywhere are clamouring for an independent and unified Poland again.;;;;;;;;;;X,,,,,,,,
official_nationality;The Official Nationality Doctrine;;;;;;;;;;x,,,,,,,,,,
official_nationality_desc;Orthodoxy, Autocracy and Nationality, also known as Official Nationality was the dominant ideological doctrine of Russian emperor Nicholas I. The Tsar is currently trying to Russify our country, greatly disrupting our country organization but inciting nationality!;;;;;;;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,
orthodoxy_autocracy_nationality;Orthodoxy, Autocracy and Nationality!;;;;;;;;;;;;;;;x,,,,,,,,,,,,
orthodoxy_autocracy_nationality_desc;The Official Nationality policy entered into effect and it's speeding up the assimilation of other cultures at the cost of some unrest.;;;;;;;;;;;x,,,,,,,,,
communists_ruling;Down with the Capitalists!;;;;;;;;;;;;;;X,,,,,,,,,
communists_ruling_desc;Our nation is now headed by the proletariat, capitalists have no place here!;;;;;;;;;;;;X,,,,,,,,,,,,
soviet_agitation;Tsarist Autocracy;;;;;;;;;;;;X,,,,,,
soviet_agitation_desc;The hardships of war, the technological backwardness of Russia and the tsar autocracy and repression are exhausting our people and our resources. Will we ever see an end to the Tsar autocracy?;;;;;;;;;;X,,,,,,,,,,,,
white_desorganisation;Leadership Disorganisation;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,
white_desorganisation_desc;The White Army in the Russian Civil War managed to make advances against the soviets, but disorganization in it's ranks severely hindered their efforts!;;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,
install_communist_gov_sov;Install communism;;;;;;;;;;;;x
install_communist_gov_sov_desc;Install a communist government.;;;;;;;;;;;x
install_communist_gov_sov_setup;Install a communist government. If achieved, the country will be automatically added into our sphere and will become our satellite.;;;;;;;;;;;x
install_communist_gov_sov_short;Install communism;;;;;;;;;;;;x
human_research_modifier;Boosted Research;;;;;;;;;;;;;x
canadian_confederation;The Canadian Confederation;;;;;;;;;;;;;x
canadian_confederation_short;Canada will be confederated!;;;;;;;;;;;;;x
canadian_confederation_setup;The arrayed provinces of the Dominion of Canada have been asking for independence. The movement, headed by Sir John A. Macdonald, may end up providing the British Empire with a steadfast and decentralized ally in North America.;;;;;;;;;;;;;x
canadian_confederation_desc;The arrayed provinces of the Dominion of Canada have been asking for independence. The movement, headed by Sir John A. Macdonald, may end up providing the British Empire with a steadfast and decentralized ally in North America.;;;;;;;;;;;;;x
canadian_confederation_title;The Canadian Confederation;;;;;;;;;;;;;x
australian_independence;The Australian Constitution;;;;;;;;;;;;;x
australian_independence_short;Australia federated into six separate states and gained its independence.;;;;;;;;;;;;;x
australian_independence_setup;The Australian independence movement has finally reached a head, and it's time that the British Empire finally allowed the island continent of Australia to move forward from its previous prison colony history into a new world of democracy.;;;;;;;;;;;;;x
australian_independence_desc;The Australian independence movement has finally reached a head, and it's time that the British Empire finally allowed the island continent of Australia to move forward from its previous prison colony history into a new world of democracy.;;;;;;;;;;;;;x
australian_independence_title;The Australian Constitution;;;;;;;;;;;;;x
kiwi_constitution;The Dominion of New Zealand;;;;;;;;;;;;;x
kiwi_constitution_short;New Zealand has been released!;;;;;;;;;;;;;x
kiwi_constitution_setup;Following the independence of Australia, and the historic ties between Australia and New Zealand, a Kiwi movement has finally materialized, asking for a decentralized independence.;;;;;;;;;;;;;x
kiwi_constitution_desc;Following the independence of Australia, and the historic ties between Australia and New Zealand, a Kiwi movement has finally materialized, asking for a decentralized independence.;;;;;;;;;;;;;x
kiwi_constitution_title;The Dominion of New Zealand;;;;;;;;;;;;;x
first_riel_rebellion;The First Riel Rebellion Aftermath;;;;;;;;;;;;;x
first_riel_rebellion_desc;The First Riel Rebellion ended in blood and exile. The Metis have not forgotten, nor will the government let them.;;;;;;;;;;;;;x
first_riel_rebellion_title;The First Riel Rebellion Aftermath;;;;;;;;;;;;;x
metis_twilight;The Twilight of the Metis;;;;;;;;;;;;;x
metis_twilight_desc; The Second Riel Rebellion has ended in the worst possible way, and the Metis are now a marginalized people in Canada.;;;;;;;;;;;;;x
metis_twilight_title; The Twilight of the Metis;;;;;;;;;;;;;x
taras_shevchenko_local;Taras Shevchenko;;;;;;;;;;;;;x
taras_shevchenko_local_desc;Taras Shevchenko is gaining prominence and is affecting the Ukrainian peoples in their quest for independence and nation-building.;;;;;;;;;;;;;x
taras_shevchenko_local_title;Taras Shevchenko;;;;;;;;;;;;;x
taras_works_local;Taras Shevchenko;;;;;;;;;;;;;x
taras_works_local_desc;Taras Shevchenko is working hard after many life experiences, and is quickly becoming known as the father of the Ukrainian language and culture.;;;;;;;;;;;;;x
taras_works_local_title;Taras Shevchenko;;;;;;;;;;;;;x
slavery_timer;Slavery;;;;;;;;;;;;;x
slavery_timer_desc;Slavery in our nation continues on, making our country a bit less attractive as the world moves on.;;;;;;;;;;;;;x
slavery_timer_title;Continued Slavery;;;;;;;;;;;;;x
independence_of_norway;The Independence of Norway;;;;;;;;;;;;;x
independence_of_norway_short;The Independence of Norway;;;;;;;;;;;;;x
independence_of_norway_setup;The Independence of Norway;;;;;;;;;;;;;x
independence_of_norway_desc;The Personal Union between Sweden and Norway is on its last legs, and attempts to find common ground between the Swedes and Norwegians is failing rapidly. Releasing Norway seems like the only solution.;;;;;;;;;;;;;x
independence_of_norway_title;The Independence of Norway;;;;;;;;;;;;;x
restart_the_caucasian_war;Restart the Caucasian War;;;;;;;;;;;;;x
restart_the_caucasian_war_short;Restart the Caucasian War;;;;;;;;;;;;;x
restart_the_caucasian_war_setup;Restart the Caucasian War;;;;;;;;;;;;;x
restart_the_caucasian_war_desc;Although Russia put the Caucasian/Circassian War on hold during their wars with Persia and the Ottoman Empire, now Russia has a chance to save face and ensure its hegemony over the Caucasus. This is not a decision to be taken lightly, as the war has raged in one form or another since 1763.;;;;;;;;;;;;;x
restart_the_caucasian_war_title;Restart the Caucasian War;;;;;;;;;;;;;x
caucasian_war_local;Caucasian War;;;;;;;;;;;;;x
caucasian_war_local_desc;The ongoing Caucasian War is causing unrest and lack of productivity in these provinces.;;;;;;;;;;;;;x
caucasian_war_local_title;The Caucasian War;;;;;;;;;;;;;x
caucasian_truce_local;Caucasian War - Truce;;;;;;;;;;;;;x
caucasian_truce_local_desc;The Caucasian War is undergoing a truce, for now. The uneasy tension that the locals have with their Russian occupiers is a welcome break from the previous state of war, but it is an uneasy truce brokered by the blood of both sides.;;;;;;;;;;;;;x
caucasian_truce_local_title;The Caucasian War - Truce;;;;;;;;;;;;;x
SOV_communists;Bolsheviks;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
SOV_communists_2;Trotsky's Faction;;;;;;;;;;;;;X,,,,,,,,,,,,,
kobu_gattai;Kobu Gattai;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
kobu_gattai_desc;This was a policy of the Tokugawa shogunate aiming at increasing political coordination between the bakufu and the Imperial Court, as well as appeasing opponents within the shogunate itself.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
sakoku;Sakoku;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
sakoku_desc;Meaning 'locked country',this is the policy under which no foreigner could enter Japan under pain of death. Maintained by the Tokugawa shogunate, it has kept the nation in enforced isolation since the 17th century.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
tozama_daimyo;Tozama Daimyo;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
fudai_daimyo;Fudai Daimyo;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
emperor_meiji;Emperor Meiji;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
supports_imperial_edict;Supports the Imperial edict against foreigners;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
angered_by_bakufu;Angered by the bakufu;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
rangaku;Rangaku;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
rangaku_desc;Meaning 'dutch learning',this refers to the body of knowledge developed by Japan through its contacts with the Dutch enclave of Dejima, which allowed Japan to keep abreast of Western technology and medicine in the period when the country was closed to foreigners.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
ansei_purge;Ansei Purge;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
meddled_in_foreign_affairs;Meddled in Foreign Affairs;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
no_freedom;Attempted Freedom;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
no_freedom_desc;We attempted to free ourselves from foreign rule. We must wait until there is another opportunity, as for now they are watching us closely.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
